verkauf_id,produkt_id,datum,menge,preis,umsatz
607,P002,2023-08-30,50,93.97,4698.5
608,P002,2023-08-31,61,94.77,5780.97
609,P002,2023-09-01,49,109.22,5351.78
610,P002,2023-09-02,46,93.12,4283.52
611,P002,2023-09-03,37,104.33,3860.21
612,P002,2023-09-04,59,86.83,5122.97
613,P002,2023-09-05,43,89.24,3837.32
614,P002,2023-09-06,48,105.71,5074.08
615,P002,2023-09-07,59,95.76,5649.84
616,P002,2023-09-08,39,102.66,4003.74
617,P002,2023-09-09,67,89.17,5974.39
618,P002,2023-09-10,63,96.86,6102.18
619,P002,2023-09-11,48,106.09,5092.32
620,P002,2023-09-12,55,106.7,5868.5
621,P002,2023-09-13,56,90.14,5047.84
622,P002,2023-09-14,57,86.42,4925.94
623,P002,2023-09-15,50,98.27,4913.5
624,P002,2023-09-16,38,108.34,4116.92
625,P002,2023-09-17,51,92.89,4737.39
626,P002,2023-09-18,60,88.7,5322.0
627,P002,2023-09-19,44,109.65,4824.6
628,P002,2023-09-20,49,106.69,5227.81
629,P002,2023-09-21,39,96.36,3758.04
630,P002,2023-09-22,76,101.66,7726.16
631,P002,2023-09-23,52,88.48,4600.96
632,P002,2023-09-24,54,101.83,5498.82
633,P002,2023-09-25,46,109.24,5025.04
634,P002,2023-09-26,48,96.08,4611.84
635,P002,2023-09-27,49,106.69,5227.81
636,P002,2023-09-28,40,105.94,4237.6
637,P002,2023-09-29,44,108.6,4778.4
638,P002,2023-09-30,67,100.44,6729.48
639,P002,2023-10-01,39,106.71,4161.69
640,P002,2023-10-02,42,108.26,4546.92
641,P002,2023-10-03,38,102.23,3884.74
642,P002,2023-10-04,50,101.46,5073.0
643,P002,2023-10-05,45,94.84,4267.8
644,P002,2023-10-06,47,101.44,4767.68
645,P002,2023-10-07,47,109.97,5168.59
646,P002,2023-10-08,42,104.55,4391.1
647,P002,2023-10-09,51,99.17,5057.67
648,P002,2023-10-10,53,95.09,5039.77
649,P002,2023-10-11,60,93.17,5590.2
650,P002,2023-10-12,48,104.05,4994.4
651,P002,2023-10-13,52,104.93,5456.36
652,P002,2023-10-14,54,88.0,4752.0
653,P002,2023-10-15,39,98.6,3845.4
654,P002,2023-10-16,35,102.38,3583.3
655,P002,2023-10-17,40,94.7,3788.0
656,P002,2023-10-18,48,94.32,4527.36
657,P002,2023-10-19,55,90.67,4986.85
658,P002,2023-10-20,41,101.7,4169.7
659,P002,2023-10-21,33,100.48,3315.84
660,P002,2023-10-22,38,106.57,4049.66
661,P002,2023-10-23,45,97.97,4408.65
662,P002,2023-10-24,51,93.52,4769.52
663,P002,2023-10-25,63,94.5,5953.5
664,P002,2023-10-26,36,98.33,3539.88
665,P002,2023-10-27,51,100.19,5109.69
666,P002,2023-10-28,48,102.94,4941.12
667,P002,2023-10-29,39,108.88,4246.32
668,P002,2023-10-30,44,108.17,4759.48
669,P002,2023-10-31,56,86.5,4844.0
670,P002,2023-11-01,58,87.53,5076.74
671,P002,2023-11-02,40,97.14,3885.6
672,P002,2023-11-03,42,92.67,3892.14
673,P002,2023-11-04,31,105.07,3257.17
674,P002,2023-11-05,46,100.25,4611.5
675,P002,2023-11-06,38,102.89,3909.82
676,P002,2023-11-07,42,88.04,3697.68
677,P002,2023-11-08,45,89.52,4028.4
678,P002,2023-11-09,49,98.12,4807.88
679,P002,2023-11-10,43,102.72,4416.96
680,P002,2023-11-11,44,91.4,4021.6
681,P002,2023-11-12,48,109.06,5234.88
682,P002,2023-11-13,44,98.75,4345.0
683,P002,2023-11-14,59,86.08,5078.72
684,P002,2023-11-15,45,100.03,4501.35
685,P002,2023-11-16,39,105.47,4113.33
686,P002,2023-11-17,54,90.29,4875.66
687,P002,2023-11-18,52,100.26,5213.52
688,P002,2023-11-19,38,107.49,4084.62
689,P002,2023-11-20,54,93.83,5066.82
690,P002,2023-11-21,45,91.86,4133.7
691,P002,2023-11-22,53,105.55,5594.15
692,P002,2023-11-23,47,87.38,4106.86
693,P002,2023-11-24,61,100.59,6135.99
694,P002,2023-11-25,43,89.19,3835.17
695,P002,2023-11-26,40,103.41,4136.4
696,P002,2023-11-27,57,87.38,4980.66
697,P002,2023-11-28,67,85.58,5733.86
698,P002,2023-11-29,57,98.66,5623.62
699,P002,2023-11-30,63,90.79,5719.77
700,P002,2023-12-01,35,97.41,3409.35
701,P002,2023-12-02,40,109.68,4387.2
702,P002,2023-12-03,41,95.1,3899.1
703,P002,2023-12-04,53,95.7,5072.1
704,P002,2023-12-05,44,109.77,4829.88
705,P002,2023-12-06,54,88.2,4762.8
706,P002,2023-12-07,40,99.45,3978.0
707,P002,2023-12-08,41,91.84,3765.44
708,P002,2023-12-09,43,93.87,4036.41
709,P002,2023-12-10,48,86.73,4163.04
710,P002,2023-12-11,40,105.0,4200.0
711,P002,2023-12-12,58,90.83,5268.14
712,P002,2023-12-13,43,101.26,4354.18
713,P002,2023-12-14,37,98.31,3637.47
714,P002,2023-12-15,35,101.73,3560.55
715,P002,2023-12-16,42,109.84,4613.28
716,P002,2023-12-17,55,103.26,5679.3
717,P002,2023-12-18,46,96.62,4444.52
718,P002,2023-12-19,34,108.93,3703.62
719,P002,2023-12-20,44,89.37,3932.28
720,P002,2023-12-21,48,98.39,4722.72
721,P002,2023-12-22,67,87.41,5856.47
722,P002,2023-12-23,45,93.68,4215.6
723,P002,2023-12-24,39,101.61,3962.79
724,P002,2023-12-25,42,88.8,3729.6
725,P002,2023-12-26,38,109.8,4172.4
726,P002,2023-12-27,44,106.04,4665.76
727,P002,2023-12-28,40,98.01,3920.4
728,P002,2023-12-29,42,103.87,4362.54
729,P002,2023-12-30,56,88.18,4938.08
730,P002,2023-12-31,45,102.71,4621.95
731,P003,2023-01-01,47,23.14,1087.58
732,P003,2023-01-02,50,21.79,1089.5
733,P003,2023-01-03,27,27.1,731.7
734,P003,2023-01-04,54,23.72,1280.88
735,P003,2023-01-05,51,24.04,1226.04
736,P003,2023-01-06,53,26.99,1430.47
737,P003,2023-01-07,47,24.35,1144.45
738,P003,2023-01-08,50,23.62,1181.0
739,P003,2023-01-09,39,26.73,1042.47
740,P003,2023-01-10,41,26.18,1073.38
741,P003,2023-01-11,52,23.14,1203.28
742,P003,2023-01-12,52,22.33,1161.16
743,P003,2023-01-13,42,25.58,1074.36
744,P003,2023-01-14,43,25.25,1085.75
745,P003,2023-01-15,38,26.38,1002.44
746,P003,2023-01-16,49,25.03,1226.47
747,P003,2023-01-17,40,26.02,1040.8
748,P003,2023-01-18,41,23.73,972.93
749,P003,2023-01-19,54,22.16,1196.64
750,P003,2023-01-20,62,21.4,1326.8
751,P003,2023-01-21,60,22.09,1325.4
752,P003,2023-01-22,38,27.28,1036.64
753,P003,2023-01-23,49,23.94,1173.06
754,P003,2023-01-24,36,23.99,863.64
755,P003,2023-01-25,51,21.9,1116.9
756,P003,2023-01-26,47,25.11,1180.17
757,P003,2023-01-27,41,25.3,1037.3
758,P003,2023-01-28,78,21.6,1684.8
759,P003,2023-01-29,36,27.46,988.56
760,P003,2023-01-30,33,27.39,903.87
761,P003,2023-01-31,50,22.74,1137.0
762,P003,2023-02-01,42,25.57,1073.94
763,P003,2023-02-02,68,21.63,1470.84
764,P003,2023-02-03,41,26.33,1079.53
765,P003,2023-02-04,53,25.09,1329.77
766,P003,2023-02-05,39,24.53,956.67
767,P003,2023-02-06,42,23.9,1003.8
768,P003,2023-02-07,52,23.54,1224.08
769,P003,2023-02-08,56,23.83,1334.48
770,P003,2023-02-09,47,26.05,1224.35
771,P003,2023-02-10,63,21.31,1342.53
772,P003,2023-02-11,46,21.36,982.56
773,P003,2023-02-12,53,22.86,1211.58
774,P003,2023-02-13,51,24.59,1254.09
775,P003,2023-02-14,59,22.59,1332.81
776,P003,2023-02-15,70,21.93,1535.1
777,P003,2023-02-16,57,24.66,1405.62
778,P003,2023-02-17,63,21.85,1376.55
779,P003,2023-02-18,47,24.29,1141.63
780,P003,2023-02-19,37,25.85,956.45
781,P003,2023-02-20,41,24.22,993.02
782,P003,2023-02-21,40,24.11,964.4
783,P003,2023-02-22,38,26.15,993.7
784,P003,2023-02-23,51,25.54,1302.54
785,P003,2023-02-24,57,23.98,1366.86
786,P003,2023-02-25,62,21.48,1331.76
787,P003,2023-02-26,54,26.88,1451.52
788,P003,2023-02-27,41,25.36,1039.76
789,P003,2023-02-28,47,26.83,1261.01
790,P003,2023-03-01,90,21.66,1949.4
791,P003,2023-03-02,56,24.48,1370.88
792,P003,2023-03-03,48,24.44,1173.12
793,P003,2023-03-04,45,25.49,1147.05
794,P003,2023-03-05,73,21.69,1583.37
795,P003,2023-03-06,60,21.32,1279.2
796,P003,2023-03-07,51,23.43,1194.93
797,P003,2023-03-08,39,26.08,1017.12
798,P003,2023-03-09,71,22.33,1585.43
799,P003,2023-03-10,83,21.86,1814.38
800,P003,2023-03-11,69,22.9,1580.1
801,P003,2023-03-12,85,21.37,1816.45
802,P003,2023-03-13,44,25.14,1106.16
803,P003,2023-03-14,55,23.63,1299.65
804,P003,2023-03-15,48,25.08,1203.84
805,P003,2023-03-16,48,26.08,1251.84
806,P003,2023-03-17,100,21.5,2150.0
807,P003,2023-03-18,37,27.29,1009.73
808,P003,2023-03-19,46,27.36,1258.56
809,P003,2023-03-20,63,25.0,1575.0
810,P003,2023-03-21,48,26.31,1262.88
811,P003,2023-03-22,46,25.34,1165.64
812,P003,2023-03-23,36,27.04,973.44
813,P003,2023-03-24,54,22.64,1222.56
814,P003,2023-03-25,41,23.99,983.59
815,P003,2023-03-26,48,25.07,1203.36
816,P003,2023-03-27,41,26.78,1097.98
817,P003,2023-03-28,55,25.28,1390.4
818,P003,2023-03-29,39,26.62,1038.18
819,P003,2023-03-30,42,26.53,1114.26
820,P003,2023-03-31,48,25.96,1246.08
821,P003,2023-04-01,63,24.12,1519.56
822,P003,2023-04-02,54,26.09,1408.86
823,P003,2023-04-03,54,25.34,1368.36
824,P003,2023-04-04,35,27.39,958.65
825,P003,2023-04-05,47,27.1,1273.7
826,P003,2023-04-06,43,26.35,1133.05
827,P003,2023-04-07,83,22.58,1874.14
828,P003,2023-04-08,50,25.82,1291.0
829,P003,2023-04-09,58,24.63,1428.54
830,P003,2023-04-10,96,23.1,2217.6
831,P003,2023-04-11,62,24.77,1535.74
832,P003,2023-04-12,56,25.22,1412.32
833,P003,2023-04-13,48,26.0,1248.0
834,P003,2023-04-14,66,21.3,1405.8
835,P003,2023-04-15,65,22.78,1480.7
836,P003,2023-04-16,42,26.24,1102.08
837,P003,2023-04-17,89,22.52,2004.28
838,P003,2023-04-18,57,25.09,1430.13
839,P003,2023-04-19,84,22.42,1883.28
840,P003,2023-04-20,51,24.7,1259.7
841,P003,2023-04-21,71,21.27,1510.17
842,P003,2023-04-22,48,27.23,1307.04
843,P003,2023-04-23,55,23.54,1294.7
844,P003,2023-04-24,61,23.15,1412.15
845,P003,2023-04-25,59,26.72,1576.48
846,P003,2023-04-26,43,26.78,1151.54
847,P003,2023-04-27,44,24.95,1097.8
848,P003,2023-04-28,39,25.59,998.01
849,P003,2023-04-29,64,21.26,1360.64
850,P003,2023-04-30,58,26.2,1519.6
851,P003,2023-05-01,73,21.82,1592.86
852,P003,2023-05-02,81,25.25,2045.25
853,P003,2023-05-03,102,21.65,2208.3
854,P003,2023-05-04,79,24.74,1954.46
855,P003,2023-05-05,66,25.01,1650.66
856,P003,2023-05-06,77,22.93,1765.61
857,P003,2023-05-07,44,26.4,1161.6
858,P003,2023-05-08,81,21.61,1750.41
859,P003,2023-05-09,75,23.33,1749.75
860,P003,2023-05-10,59,26.17,1544.03
861,P003,2023-05-11,50,24.47,1223.5
862,P003,2023-05-12,66,23.29,1537.14
863,P003,2023-05-13,62,23.95,1484.9
864,P003,2023-05-14,56,24.98,1398.88
865,P003,2023-05-15,45,25.84,1162.8
866,P003,2023-05-16,74,25.22,1866.28
867,P003,2023-05-17,49,26.15,1281.35
868,P003,2023-05-18,43,26.49,1139.07
869,P003,2023-05-19,86,23.64,2033.04
870,P003,2023-05-20,94,22.39,2104.66
871,P003,2023-05-21,68,23.5,1598.0
872,P003,2023-05-22,53,23.11,1224.83
873,P003,2023-05-23,43,27.12,1166.16
874,P003,2023-05-24,38,26.69,1014.22
875,P003,2023-05-25,53,26.5,1404.5
876,P003,2023-05-26,57,24.1,1373.7
877,P003,2023-05-27,61,24.26,1479.86
878,P003,2023-05-28,82,23.97,1965.54
879,P003,2023-05-29,48,25.8,1238.4
880,P003,2023-05-30,61,25.05,1528.05
881,P003,2023-05-31,86,22.09,1899.74
882,P003,2023-06-01,57,27.22,1551.54
883,P003,2023-06-02,81,21.67,1755.27
884,P003,2023-06-03,70,22.88,1601.6
885,P003,2023-06-04,70,22.78,1594.6
886,P003,2023-06-05,76,22.94,1743.44
887,P003,2023-06-06,66,25.99,1715.34
888,P003,2023-06-07,79,21.65,1710.35
889,P003,2023-06-08,43,24.29,1044.47
890,P003,2023-06-09,78,23.41,1825.98
891,P003,2023-06-10,49,26.86,1316.14
892,P003,2023-06-11,52,27.09,1408.68
893,P003,2023-06-12,66,21.57,1423.62
894,P003,2023-06-13,50,25.81,1290.5
895,P003,2023-06-14,52,27.37,1423.24
896,P003,2023-06-15,62,22.48,1393.76
897,P003,2023-06-16,64,24.77,1585.28
898,P003,2023-06-17,58,25.04,1452.32
899,P003,2023-06-18,61,23.43,1429.23
900,P003,2023-06-19,44,26.56,1168.64
901,P003,2023-06-20,51,24.75,1262.25
902,P003,2023-06-21,50,26.62,1331.0
903,P003,2023-06-22,55,25.76,1416.8
904,P003,2023-06-23,57,24.64,1404.48
905,P003,2023-06-24,69,21.75,1500.75
906,P003,2023-06-25,50,22.28,1114.0
907,P003,2023-06-26,51,27.15,1384.65
908,P003,2023-06-27,72,24.13,1737.36
909,P003,2023-06-28,72,23.81,1714.32
910,P003,2023-06-29,112,21.63,2422.56
911,P003,2023-06-30,60,24.44,1466.4
912,P003,2023-07-01,100,21.57,2157.0
913,P003,2023-07-02,46,26.15,1202.9
914,P003,2023-07-03,67,22.27,1492.09
915,P003,2023-07-04,69,23.3,1607.7
916,P003,2023-07-05,94,22.52,2116.88
917,P003,2023-07-06,46,26.73,1229.58
918,P003,2023-07-07,36,27.4,986.4
919,P003,2023-07-08,59,26.06,1537.54
920,P003,2023-07-09,58,24.61,1427.38
921,P003,2023-07-10,63,24.35,1534.05
922,P003,2023-07-11,45,26.38,1187.1
923,P003,2023-07-12,66,23.62,1558.92
924,P003,2023-07-13,56,23.04,1290.24
925,P003,2023-07-14,67,26.19,1754.73
926,P003,2023-07-15,59,26.23,1547.57
927,P003,2023-07-16,65,23.72,1541.8
928,P003,2023-07-17,86,22.23,1911.78
929,P003,2023-07-18,49,25.59,1253.91
930,P003,2023-07-19,57,26.6,1516.2
931,P003,2023-07-20,45,26.9,1210.5
932,P003,2023-07-21,70,22.39,1567.3
933,P003,2023-07-22,41,26.83,1100.03
934,P003,2023-07-23,67,23.99,1607.33
935,P003,2023-07-24,57,25.09,1430.13
936,P003,2023-07-25,57,27.28,1554.96
937,P003,2023-07-26,54,23.85,1287.9
938,P003,2023-07-27,51,26.75,1364.25
939,P003,2023-07-28,76,23.91,1817.16
940,P003,2023-07-29,78,25.74,2007.72
941,P003,2023-07-30,49,26.8,1313.2
942,P003,2023-07-31,70,22.41,1568.7
943,P003,2023-08-01,47,26.6,1250.2
944,P003,2023-08-02,61,25.68,1566.48
945,P003,2023-08-03,79,23.21,1833.59
946,P003,2023-08-04,58,24.11,1398.38
947,P003,2023-08-05,76,23.48,1784.48
948,P003,2023-08-06,63,23.34,1470.42
949,P003,2023-08-07,80,22.33,1786.4
950,P003,2023-08-08,81,21.87,1771.47
951,P003,2023-08-09,64,22.74,1455.36
952,P003,2023-08-10,51,24.06,1227.06
953,P003,2023-08-11,59,25.92,1529.28
954,P003,2023-08-12,79,23.44,1851.76
955,P003,2023-08-13,50,26.5,1325.0
956,P003,2023-08-14,53,25.2,1335.6
957,P003,2023-08-15,61,22.03,1343.83
958,P003,2023-08-16,61,25.53,1557.33
959,P003,2023-08-17,80,21.68,1734.4
960,P003,2023-08-18,66,22.66,1495.56
961,P003,2023-08-19,53,26.47,1402.91
962,P003,2023-08-20,42,25.58,1074.36
963,P003,2023-08-21,49,24.44,1197.56
964,P003,2023-08-22,71,21.45,1522.95
965,P003,2023-08-23,70,23.14,1619.8
966,P003,2023-08-24,47,26.68,1253.96
967,P003,2023-08-25,54,26.03,1405.62
968,P003,2023-08-26,79,22.87,1806.73
969,P003,2023-08-27,50,26.91,1345.5
970,P003,2023-08-28,99,21.93,2171.07
971,P003,2023-08-29,70,24.03,1682.1
972,P003,2023-08-30,55,24.66,1356.3
973,P003,2023-08-31,57,23.62,1346.34
974,P003,2023-09-01,45,25.86,1163.7
975,P003,2023-09-02,46,26.98,1241.08
976,P003,2023-09-03,57,23.07,1314.99
977,P003,2023-09-04,47,26.93,1265.71
978,P003,2023-09-05,80,21.35,1708.0
979,P003,2023-09-06,35,27.26,954.1
980,P003,2023-09-07,51,26.42,1347.42
981,P003,2023-09-08,65,23.0,1495.0
982,P003,2023-09-09,91,21.84,1987.44
983,P003,2023-09-10,63,22.75,1433.25
984,P003,2023-09-11,58,23.12,1340.96
985,P003,2023-09-12,43,24.98,1074.14
986,P003,2023-09-13,39,25.88,1009.32
987,P003,2023-09-14,83,21.54,1787.82
988,P003,2023-09-15,54,26.82,1448.28
989,P003,2023-09-16,64,22.4,1433.6
990,P003,2023-09-17,43,26.21,1127.03
991,P003,2023-09-18,73,21.46,1566.58
992,P003,2023-09-19,85,21.64,1839.4
993,P003,2023-09-20,38,26.44,1004.72
994,P003,2023-09-21,72,21.83,1571.76
995,P003,2023-09-22,48,26.92,1292.16
996,P003,2023-09-23,46,26.73,1229.58
997,P003,2023-09-24,34,24.81,843.54
998,P003,2023-09-25,66,23.22,1532.52
999,P003,2023-09-26,60,23.96,1437.6
1000,P003,2023-09-27,52,26.82,1394.64
1001,P003,2023-09-28,70,24.01,1680.7
1002,P003,2023-09-29,61,24.94,1521.34
1003,P003,2023-09-30,48,25.63,1230.24
1004,P003,2023-10-01,50,21.89,1094.5
1005,P003,2023-10-02,74,23.64,1749.36
1006,P003,2023-10-03,37,27.18,1005.66
1007,P003,2023-10-04,47,24.99,1174.53
1008,P003,2023-10-05,59,25.2,1486.8
1009,P003,2023-10-06,59,21.68,1279.12
1010,P003,2023-10-07,41,24.19,991.79
1011,P003,2023-10-08,63,21.53,1356.39
1012,P003,2023-10-09,34,27.31,928.54
1013,P003,2023-10-10,45,23.31,1048.95
1014,P003,2023-10-11,46,25.06,1152.76
1015,P003,2023-10-12,57,23.0,1311.0
1016,P003,2023-10-13,55,21.28,1170.4
1017,P003,2023-10-14,65,21.29,1383.85
1018,P003,2023-10-15,37,26.26,971.62
1019,P003,2023-10-16,36,24.82,893.52
1020,P003,2023-10-17,39,27.06,1055.34
1021,P003,2023-10-18,54,23.72,1280.88
1022,P003,2023-10-19,57,21.95,1251.15
1023,P003,2023-10-20,64,23.4,1497.6
1024,P003,2023-10-21,50,24.32,1216.0
1025,P003,2023-10-22,39,25.63,999.57
1026,P003,2023-10-23,41,23.88,979.08
1027,P003,2023-10-24,54,23.81,1285.74
1028,P003,2023-10-25,50,25.04,1252.0
1029,P003,2023-10-26,52,23.17,1204.84
1030,P003,2023-10-27,59,22.85,1348.15
1031,P003,2023-10-28,84,21.61,1815.24
1032,P003,2023-10-29,73,21.96,1603.08
1033,P003,2023-10-30,38,23.64,898.32
1034,P003,2023-10-31,57,22.0,1254.0
1035,P003,2023-11-01,48,23.86,1145.28
1036,P003,2023-11-02,62,21.74,1347.88
1037,P003,2023-11-03,53,23.46,1243.38
1038,P003,2023-11-04,45,25.48,1146.6
1039,P003,2023-11-05,50,23.5,1175.0
1040,P003,2023-11-06,43,25.22,1084.46
1041,P003,2023-11-07,42,26.95,1131.9
1042,P003,2023-11-08,43,25.76,1107.68
1043,P003,2023-11-09,51,21.99,1121.49
1044,P003,2023-11-10,66,21.31,1406.46
1045,P003,2023-11-11,48,23.88,1146.24
1046,P003,2023-11-12,34,24.85,844.9
1047,P003,2023-11-13,65,21.51,1398.15
1048,P003,2023-11-14,44,23.39,1029.16
1049,P003,2023-11-15,47,25.8,1212.6
1050,P003,2023-11-16,44,25.57,1125.08
1051,P003,2023-11-17,41,23.93,981.13
1052,P003,2023-11-18,61,23.16,1412.76
1053,P003,2023-11-19,48,26.17,1256.16
1054,P003,2023-11-20,37,26.38,976.06
1055,P003,2023-11-21,37,26.6,984.2
1056,P003,2023-11-22,59,23.23,1370.57
1057,P003,2023-11-23,54,24.88,1343.52
1058,P003,2023-11-24,32,25.65,820.8
1059,P003,2023-11-25,35,25.54,893.9
1060,P003,2023-11-26,46,23.93,1100.78
1061,P003,2023-11-27,56,22.13,1239.28
1062,P003,2023-11-28,66,22.21,1465.86
1063,P003,2023-11-29,78,21.4,1669.2
1064,P003,2023-11-30,64,23.37,1495.68
1065,P003,2023-12-01,47,21.69,1019.43
1066,P003,2023-12-02,36,25.47,916.92
1067,P003,2023-12-03,36,25.03,901.08
1068,P003,2023-12-04,31,27.41,849.71
1069,P003,2023-12-05,42,24.08,1011.36
1070,P003,2023-12-06,49,24.28,1189.72
1071,P003,2023-12-07,68,21.41,1455.88
1072,P003,2023-12-08,49,23.64,1158.36
1073,P003,2023-12-09,61,21.49,1310.89
1074,P003,2023-12-10,54,22.24,1200.96
1075,P003,2023-12-11,60,21.39,1283.4
1076,P003,2023-12-12,67,23.05,1544.35
1077,P003,2023-12-13,40,26.86,1074.4
1078,P003,2023-12-14,41,25.01,1025.41
1079,P003,2023-12-15,37,26.41,977.17
1080,P003,2023-12-16,53,23.65,1253.45
1081,P003,2023-12-17,42,23.37,981.54
1082,P003,2023-12-18,45,24.7,1111.5
1083,P003,2023-12-19,49,24.63,1206.87
1084,P003,2023-12-20,51,23.99,1223.49
1085,P003,2023-12-21,46,23.13,1063.98
1086,P003,2023-12-22,56,21.6,1209.6
1087,P003,2023-12-23,38,23.38,888.44
1088,P003,2023-12-24,49,24.87,1218.63
1089,P003,2023-12-25,79,22.11,1746.69
1090,P003,2023-12-26,40,24.3,972.0
1091,P003,2023-12-27,57,23.75,1353.75
1092,P003,2023-12-28,57,25.12,1431.84
1093,P003,2023-12-29,52,22.5,1170.0
1094,P003,2023-12-30,46,24.21,1113.66
1095,P003,2023-12-31,46,24.63,1132.98
1096,P004,2023-01-01,42,37.35,1568.7
1097,P004,2023-01-02,51,30.88,1574.88
1098,P004,2023-01-03,42,36.69,1540.98
1099,P004,2023-01-04,49,32.15,1575.35
1100,P004,2023-01-05,32,38.32,1226.24
1101,P004,2023-01-06,48,33.97,1630.56
1102,P004,2023-01-07,56,33.02,1849.12
1103,P004,2023-01-08,55,32.24,1773.2
1104,P004,2023-01-09,43,33.12,1424.16
1105,P004,2023-01-10,68,34.21,2326.28
1106,P004,2023-01-11,38,37.31,1417.78
1107,P004,2023-01-12,45,38.32,1724.4
1108,P004,2023-01-13,39,36.43,1420.77
1109,P004,2023-01-14,53,34.76,1842.28
1110,P004,2023-01-15,38,37.55,1426.9
1111,P004,2023-01-16,54,30.29,1635.66
1112,P004,2023-01-17,53,34.21,1813.13
1113,P004,2023-01-18,58,35.22,2042.76
1114,P004,2023-01-19,40,36.06,1442.4
1115,P004,2023-01-20,40,35.8,1432.0
1116,P004,2023-01-21,43,32.88,1413.84
1117,P004,2023-01-22,35,36.78,1287.3
1118,P004,2023-01-23,35,38.12,1334.2
1119,P004,2023-01-24,52,29.82,1550.64
1120,P004,2023-01-25,64,29.87,1911.68
1121,P004,2023-01-26,45,36.2,1629.0
1122,P004,2023-01-27,59,30.99,1828.41
1123,P004,2023-01-28,46,36.33,1671.18
1124,P004,2023-01-29,49,36.44,1785.56
1125,P004,2023-01-30,36,37.14,1337.04
1126,P004,2023-01-31,47,34.01,1598.47
1127,P004,2023-02-01,45,30.42,1368.9
1128,P004,2023-02-02,46,30.32,1394.72
1129,P004,2023-02-03,52,32.79,1705.08
1130,P004,2023-02-04,40,38.03,1521.2
1131,P004,2023-02-05,58,30.37,1761.46
1132,P004,2023-02-06,58,32.36,1876.88
1133,P004,2023-02-07,72,30.41,2189.52
1134,P004,2023-02-08,44,35.93,1580.92
1135,P004,2023-02-09,57,30.18,1720.26
1136,P004,2023-02-10,47,32.32,1519.04
1137,P004,2023-02-11,62,31.77,1969.74
1138,P004,2023-02-12,37,37.87,1401.19
1139,P004,2023-02-13,48,33.29,1597.92
1140,P004,2023-02-14,54,33.91,1831.14
1141,P004,2023-02-15,55,31.72,1744.6
1142,P004,2023-02-16,46,35.02,1610.92
1143,P004,2023-02-17,45,32.87,1479.15
1144,P004,2023-02-18,44,37.52,1650.88
1145,P004,2023-02-19,67,34.14,2287.38
1146,P004,2023-02-20,38,35.21,1337.98
1147,P004,2023-02-21,49,30.37,1488.13
1148,P004,2023-02-22,50,35.99,1799.5
1149,P004,2023-02-23,44,36.94,1625.36
1150,P004,2023-02-24,59,34.29,2023.11
1151,P004,2023-02-25,50,30.99,1549.5
1152,P004,2023-02-26,55,34.09,1874.95
1153,P004,2023-02-27,56,32.23,1804.88
1154,P004,2023-02-28,51,30.22,1541.22
1155,P004,2023-03-01,43,36.29,1560.47
1156,P004,2023-03-02,57,32.16,1833.12
1157,P004,2023-03-03,42,35.93,1509.06
1158,P004,2023-03-04,73,30.63,2235.99
1159,P004,2023-03-05,62,32.89,2039.18
1160,P004,2023-03-06,52,32.48,1688.96
1161,P004,2023-03-07,45,36.64,1648.8
1162,P004,2023-03-08,51,37.7,1922.7
1163,P004,2023-03-09,54,33.04,1784.16
1164,P004,2023-03-10,73,33.13,2418.49
1165,P004,2023-03-11,53,35.28,1869.84
1166,P004,2023-03-12,43,35.57,1529.51
1167,P004,2023-03-13,37,38.19,1413.03
1168,P004,2023-03-14,72,30.66,2207.52
1169,P004,2023-03-15,44,36.58,1609.52
1170,P004,2023-03-16,56,32.89,1841.84
1171,P004,2023-03-17,29,38.11,1105.19
1172,P004,2023-03-18,53,33.75,1788.75
1173,P004,2023-03-19,48,31.57,1515.36
1174,P004,2023-03-20,51,30.2,1540.2
1175,P004,2023-03-21,56,36.46,2041.76
1176,P004,2023-03-22,43,37.18,1598.74
1177,P004,2023-03-23,56,31.6,1769.6
1178,P004,2023-03-24,62,37.44,2321.28
1179,P004,2023-03-25,68,31.63,2150.84
1180,P004,2023-03-26,72,32.32,2327.04
1181,P004,2023-03-27,74,30.94,2289.56
1182,P004,2023-03-28,64,32.5,2080.0
1183,P004,2023-03-29,62,35.38,2193.56
1184,P004,2023-03-30,53,31.48,1668.44
1185,P004,2023-03-31,39,37.53,1463.67
1186,P004,2023-04-01,55,30.25,1663.75
1187,P004,2023-04-02,51,30.72,1566.72
1188,P004,2023-04-03,50,37.05,1852.5
1189,P004,2023-04-04,55,29.87,1642.85
1190,P004,2023-04-05,58,29.91,1734.78
1191,P004,2023-04-06,64,30.83,1973.12
1192,P004,2023-04-07,39,33.28,1297.92
1193,P004,2023-04-08,55,34.39,1891.45
1194,P004,2023-04-09,57,33.8,1926.6
1195,P004,2023-04-10,64,38.17,2442.88
1196,P004,2023-04-11,63,32.47,2045.61
1197,P004,2023-04-12,51,36.51,1862.01
1198,P004,2023-04-13,59,38.28,2258.52
1199,P004,2023-04-14,64,30.84,1973.76
1200,P004,2023-04-15,64,32.06,2051.84
1201,P004,2023-04-16,80,29.9,2392.0
1202,P004,2023-04-17,50,34.27,1713.5
1203,P004,2023-04-18,69,32.79,2262.51
1204,P004,2023-04-19,38,38.26,1453.88
1205,P004,2023-04-20,54,37.15,2006.1
1206,P004,2023-04-21,63,33.75,2126.25
